doi,cr_title,cr_container_title,cr_short_container_title,cr_volume,cr_issue,cr_page,cr_year
10.1098/rsif.2019.0692,Thoracic scales of moths as a stealth coating against bat biosonar,Journal of The Royal Society Interface,J. R. Soc. Interface.,17,163,20190692,2020
10.1021/acs.est.9b06252,Comparative Greenhouse Gas Footprinting of Online versus Traditional Shopping for Fast-Moving Consumer Goods: A Stochastic Approach,Environmental Science & Technology,Environ. Sci. Technol.,54,6,3499-3509,2020
10.3389/fevo.2020.00031,"A River of Bones: Wildebeest Skeletons Leave a Legacy of Mass Mortality in the Mara River, Kenya",Frontiers in Ecology and Evolution,Front. Ecol. Evol.,8,NA,NA,2020
10.1016/j.ccell.2020.01.007,CDK4/6 Inhibitors Impair Recovery from Cytotoxic Chemotherapy in Pancreatic Adenocarcinoma,Cancer Cell,Cancer Cell,37,3,340-353.e6,2020
10.1016/j.cell.2020.02.008,Caloric Restriction Reprograms the Single-Cell Transcriptional Landscape of Rattus Norvegicus Aging,Cell,Cell,180,5,984-1001.e22,2020
10.15252/emmm.201911177,Adaptive RSK‐EphA2‐GPRC5A signaling switch triggers chemotherapy resistance in ovarian cancer,EMBO Molecular Medicine,EMBO Mol Med,12,4,NA,2020
10.1016/j.neuron.2020.01.038,Tau Reduction Prevents Key Features of Autism in Mouse Models,Neuron,Neuron,106,3,421-437.e11,2020
10.1038/s41558-020-0697-0,Sandy coastlines under threat of erosion,Nature Climate Change,Nat. Clim. Chang.,10,3,260-263,2020
10.1038/s41893-020-0483-z,Water scarcity and fish imperilment driven by beef production,Nature Sustainability,Nat Sustain,3,4,319-328,2020
10.1073/pnas.1906954117,Assessing the role of live poultry trade in community-structured transmission of avian influenza in China,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,117,11,5949-5954,2020
10.1002/oa.2867,Dental health of Vikings from Kopparsvik on Gotland,International Journal of Osteoarchaeology,Int J Osteoarchaeol,30,4,551-556,2020
10.1016/j.cmet.2020.01.014,"Short-Term Consumption of Sucralose with, but Not without, Carbohydrate Impairs Neural and Metabolic Sensitivity to Sugar in Humans",Cell Metabolism,Cell Metabolism,31,3,493-502.e7,2020
10.1126/sciadv.aay4109,Human transport of thirdhand tobacco smoke: A prominent source of hazardous air pollutants into indoor nonsmoking environments,Science Advances,Sci. Adv.,6,10,eaay4109,2020
10.1038/s41467-020-15004-6,Photobactericidal activity activated by thiolated gold nanoclusters at low flux levels of white light,Nature Communications,Nat Commun,11,1,NA,2020
10.1103/physrevlett.124.095001,Stellarators with Permanent Magnets,Physical Review Letters,Phys. Rev. Lett.,124,9,NA,2020
10.1016/j.neuron.2020.02.012,Prefrontal-Subthalamic Hyperdirect Pathway Modulates Movement Inhibition in Humans,Neuron,Neuron,106,4,579-588.e3,2020
10.1073/pnas.1911811117,Twin-chain polymer hydrogels based on poly(vinyl alcohol) as new advanced tool for the cleaning of modern and contemporary art,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,117,13,7011-7020,2020
10.1002/anie.202002258,Insights into Cobalta(III/IV/II)‐Electrocatalysis: Oxidation‐Induced Reductive Elimination for Twofold C−H Activation,Angewandte Chemie International Edition,Angew. Chem. Int. Ed.,59,27,10955-10960,2020
10.1073/pnas.1920925117,Potential for release of pulmonary toxic ketene from vaping pyrolysis of vitamin E acetate,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,117,12,6349-6355,2020
10.1038/s41591-020-0792-9,Skin-interfaced biosensors for advanced wireless physiological monitoring in neonatal and pediatric intensive-care units,Nature Medicine,Nat Med,26,3,418-429,2020
10.1056/nejmoa1912514,"Consequences of Undervaccination — Measles Outbreak, New York City, 2018–2019",New England Journal of Medicine,N Engl J Med,382,11,1009-1017,2020
10.1029/2019gl086562,Global K‐Pg Layer Deposited From a Dust Cloud,Geophysical Research Letters,Geophys. Res. Lett.,47,6,NA,2020
10.1038/s41563-020-0645-4,Unprecedented non-hysteretic superelasticity of [001]-oriented NiCoFeGa single crystals,Nature Materials,Nat. Mater.,19,7,712-718,2020
10.1021/acs.chemmater.0c00573,Ligand-Assisted Solid-State Transformation of Nanoparticles,Chemistry of Materials,Chem. Mater.,32,7,3271-3277,2020
10.15184/aqy.2020.7,The chronology and function of a new circular mammoth-bone structure at Kostenki 11,Antiquity,Antiquity,94,374,323-341,2020
10.5194/tc-14-1025-2020,Quantifying iceberg calving fluxes with underwater noise,The Cryosphere,The Cryosphere,14,3,1025-1042,2020
10.1021/acsnano.9b09777,Gating of Hydrophobic Nanopores with Large Anions,ACS Nano,ACS Nano,14,4,4306-4315,2020
10.1016/j.biocon.2020.108504,Evaluating the spatial intensity and demographic impacts of wire-snare bush-meat poaching on large carnivores,Biological Conservation,Biological Conservation,244,NA,108504,2020
10.1103/physrevfluids.5.034002,Theory for undercompressive shocks in tears of wine,Physical Review Fluids,Phys. Rev. Fluids,5,3,NA,2020
10.1126/scirobotics.aaz9712,Dynamic obstacle avoidance for quadrotors with event cameras,Science Robotics,Sci. Robot.,5,40,eaaz9712,2020
10.1126/science.aba1238,Evolving epidemiology of poliovirus serotype 2 following withdrawal of the serotype 2 oral poliovirus vaccine,Science,Science,368,6489,401-405,2020
10.1038/s41567-020-0841-9,Topological turbulence in the membrane of a living cell,Nature Physics,Nat. Phys.,16,6,657-662,2020
10.1073/pnas.1920875117,Bioluminescent backlighting illuminates the complex visual signals of a social squid in the deep sea,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,117,15,8524-8531,2020
10.1001/jama.2020.1382,Association of Daily Step Count and Step Intensity With Mortality Among US Adults,JAMA,JAMA,323,12,1151,2020
10.1080/02724634.2019.1728286,Middle Jurassic Tracks of Sauropod Dinosaurs in a Deep Karst Cave in France,Journal of Vertebrate Paleontology,Journal of Vertebrate Paleontology,39,6,e1728286,2020
10.1126/science.aba8853,Unconstrained genome targeting with near-PAMless engineered CRISPR-Cas9 variants,Science,Science,368,6488,290-296,2020
10.5194/acp-20-3683-2020,Methane emissions from the Munich Oktoberfest,Atmospheric Chemistry and Physics,Atmos. Chem. Phys.,20,6,3683-3696,2020
10.1038/s41562-020-0848-3,Shared striatal activity in decisions to satisfy curiosity and hunger at the risk of electric shocks,Nature Human Behaviour,Nat Hum Behav,4,5,531-543,2020
10.1016/j.annonc.2020.02.011,Sensitive and specific multi-cancer detection and localization using methylation signatures in cell-free DNA,Annals of Oncology,Annals of Oncology,31,6,745-759,2020
10.3847/2041-8213/ab745b,Multiwavelength Follow-up of the Hyperluminous Intermediate-mass Black Hole Candidate 3XMM J215022.4−055108,The Astrophysical Journal,ApJ,892,2,L25,2020
10.1088/1748-9326/ab8589,Quantifying the potential for climate change mitigation of consumption options,Environmental Research Letters,Environ. Res. Lett.,15,9,093001,2020
10.1073/pnas.1920051117,The spatiotemporal spread of human migrations during the European Holocene,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,117,16,8989-9000,2020
10.1038/s41396-020-0639-x,Recovery of fen peatland microbiomes and predicted functional profiles after rewetting,The ISME Journal,ISME J,14,7,1701-1712,2020
10.3389/fmars.2020.00188,Annual Bands in Vertebrae Validated by Bomb Radiocarbon Assays Provide Estimates of Age and Growth of Whale Sharks,Frontiers in Marine Science,Front. Mar. Sci.,7,NA,NA,2020
10.1175/bams-d-19-0012.1,Gargantuan Hail in Argentina,Bulletin of the American Meteorological Society,NA,101,8,E1241-E1258,2020
10.1016/j.cmet.2020.03.010,Cholesterol Stabilizes TAZ in Hepatocytes to Promote Experimental Non-alcoholic Steatohepatitis,Cell Metabolism,Cell Metabolism,31,5,969-986.e7,2020
10.1016/j.cell.2020.03.004,An Airway Protection Program Revealed by Sweeping Genetic Control of Vagal Afferents,Cell,Cell,181,3,574-589.e14,2020
10.1111/nph.16482,Floral reorientation: the restoration of pollination accuracy after accidents,New Phytologist,New Phytol,227,1,232-243,2020
10.1038/s41598-020-62707-3,Explanation of the Colour Change in Alexandrites,Scientific Reports,Sci Rep,10,1,NA,2020
10.1056/nejmoa2006100,Spread of SARS-CoV-2 in the Icelandic Population,New England Journal of Medicine,N Engl J Med,382,24,2302-2315,2020
10.1016/j.cell.2020.03.047,Regenerative Metaplastic Clones in COPD Lung Drive Inflammation and Fibrosis,Cell,Cell,181,4,848-864.e18,2020
10.15184/aqy.2020.2,"Crossing the ice: an Iron Age to medieval mountain pass at Lendbreen, Norway",Antiquity,Antiquity,94,374,437-454,2020
10.1016/j.cub.2020.03.037,Key Male Glandular Odorants Attracting Female Ring-Tailed Lemurs,Current Biology,Current Biology,30,11,2131-2138.e4,2020
10.1016/j.cell.2020.03.052,Heterochromatin-Driven Nuclear Softening Protects the Genome against Mechanical Stress-Induced Damage,Cell,Cell,181,4,800-817.e22,2020
10.1051/0004-6361/202037813,Detection of the Schwarzschild precession in the orbit of the star S2 near the Galactic centre massive black hole,Astronomy & Astrophysics,A&A,636,NA,L5,2020
10.1016/j.jas.2020.105141,Designing the underworld in Teotihuacan: Cave detection beneath the moon pyramid by ERT and ANT surveys,Journal of Archaeological Science,Journal of Archaeological Science,118,NA,105141,2020
10.1016/j.cell.2020.03.055,MorphoSeq: Full Single-Cell Transcriptome Dynamics Up to Gastrulation in a Chordate,Cell,Cell,181,4,922-935.e21,2020
10.1128/jvi.00510-20,Human Leukocyte Antigen Susceptibility Map for Severe Acute Respiratory Syndrome Coronavirus 2,Journal of Virology,J Virol,94,13,NA,2020
10.1029/2019gh000237,"Fossil Fuel Combustion Is Driving Indoor CO
            2
            Toward Levels Harmful to Human Cognition",GeoHealth,GeoHealth,4,5,NA,2020
10.5194/acp-20-4681-2020,"Soccer games and record-breaking PM&lt;sub&gt;2.5&lt;/sub&gt;  pollution events in Santiago, Chile",Atmospheric Chemistry and Physics,Atmos. Chem. Phys.,20,8,4681-4694,2020
10.1103/physrevlett.124.165701,Equation of State of Liquid Iron under Extreme Conditions,Physical Review Letters,Phys. Rev. Lett.,124,16,NA,2020
10.1126/scitranslmed.aay0605,An anti-inflammatory eicosanoid switch mediates the suppression of type-2 inflammation by helminth larval products,Science Translational Medicine,Sci. Transl. Med.,12,540,eaay0605,2020
10.1021/acs.cgd.0c00399,Crystallization from Volatile Deep Eutectic Solvents,Crystal Growth & Design,Crystal Growth & Design,20,5,2877-2884,2020
10.1126/sciadv.aaz5413,Colored and paintable bilayer coatings with high solar-infrared reflectance for efficient cooling,Science Advances,Sci. Adv.,6,17,eaaz5413,2020
10.1016/j.scib.2020.04.035,Reconsidering the efficiency of grazing exclusion using fences on the Tibetan Plateau,Science Bulletin,Science Bulletin,65,16,1405-1414,2020
10.1002/pan3.10086,Tough fishing and severe seasonal food insecurity in Amazonian flooded forests,People and Nature,People and Nature,2,2,468-482,2020
10.1038/s41591-020-0840-5,Safety and feasibility of CRISPR-edited T cells in patients with refractory non-small-cell lung cancer,Nature Medicine,Nat Med,26,5,732-740,2020
10.1103/physrevlett.124.171101,Frequency-Dependent Squeezed Vacuum Source for Broadband Quantum Noise Reduction in Advanced Gravitational-Wave Detectors,Physical Review Letters,Phys. Rev. Lett.,124,17,NA,2020
10.1111/gbi.12397,Chemical signatures of soft tissues distinguish between vertebrates and invertebrates from the Carboniferous Mazon Creek Lagerstätte of Illinois,Geobiology,Geobiology,18,5,560-565,2020
10.1098/rspb.2020.0210,Spatial and temporal variation in nest temperatures forecasts sex ratio skews in a crocodilian with environmental sex determination,Proceedings of the Royal Society B: Biological Sciences,Proc. R. Soc. B.,287,1926,20200210,2020
10.1093/nsr/nwaa089,High-Chern-number and high-temperature quantum Hall effect without Landau levels,National Science Review,NA,7,8,1280-1287,2020
10.1073/pnas.1917125117,Acoustofluidic sonoporation for gene delivery to human hematopoietic stem and progenitor cells,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,117,20,10976-10982,2020
10.1002/adma.201908291,Multifunctional Bio‐Nanocomposite Coatings for Perishable Fruits,Advanced Materials,Adv. Mater.,32,26,1908291,2020
10.1038/s41893-020-0521-x,High-spatiotemporal-resolution mapping of global urban change from 1985 to 2015,Nature Sustainability,Nat Sustain,3,7,564-570,2020
10.1021/acs.jpclett.0c00627,Ex Machina Determination of Structural Correlation Functions,The Journal of Physical Chemistry Letters,J. Phys. Chem. Lett.,11,11,4372-4378,2020
10.1016/j.cell.2020.04.015,A Paleogenomic Reconstruction of the Deep Population History of the Andes,Cell,Cell,181,5,1131-1145.e21,2020
10.1021/jacs.0c02724,Chemical Equivalent of Arene Monooxygenases: Dearomative Synthesis of Arene Oxides and Oxepines,Journal of the American Chemical Society,J. Am. Chem. Soc.,142,22,10125-10131,2020
10.1038/s41559-020-1173-y,An age-dependent ovulatory strategy explains the evolution of dizygotic twinning in humans,Nature Ecology & Evolution,Nat Ecol Evol,4,7,987-992,2020
10.1016/j.cell.2020.04.033,Dynamic Stimulation of Visual Cortex Produces Form Vision in Sighted and Blind Humans,Cell,Cell,181,4,774-783.e5,2020
10.1126/sciadv.aay3514,Probing the chemistry of CdS paints in The Scream by in situ noninvasive spectroscopies and synchrotron radiation x-ray techniques,Science Advances,Sci. Adv.,6,20,eaay3514,2020
10.1111/1365-2745.13416,Plant dispersal strategies of high tropical alpine communities across the Andes,Journal of Ecology,J Ecol,108,5,1910-1922,2020
10.1038/s41561-020-0578-1,The Earth’s core as a reservoir of water,Nature Geoscience,Nat. Geosci.,13,6,453-458,2020
10.1021/acsnano.0c00607,Three-Dimensional Patterning of Nanoparticles by Molecular Stamping,ACS Nano,ACS Nano,14,6,6823-6833,2020
10.1130/g47295.1,Toxic mercury pulses into late Permian terrestrial and marine environments,Geology,NA,48,8,830-833,2020
10.1242/jeb.222810,Flash and grab: deep-diving southern elephant seals trigger anti-predator flashes in bioluminescent prey,The Journal of Experimental Biology,J Exp Biol,223,10,jeb222810,2020
10.1073/pnas.2002737117,Multiple areas of the cerebral cortex influence the stomach,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,117,23,13078-13083,2020
10.1103/physrevlett.124.200503,Quantum Radar,Physical Review Letters,Phys. Rev. Lett.,124,20,NA,2020
10.1051/0004-6361/202037762,Evidence for a rapid decrease of Pluto’s atmospheric pressure revealed by a stellar occultation in 2019,Astronomy & Astrophysics,A&A,638,NA,L5,2020
10.1038/s41592-020-0847-3,Illumination guidelines for ultrafast pump–probe experiments by serial femtosecond crystallography,Nature Methods,Nat Methods,17,7,681-684,2020
10.1523/jneurosci.2841-19.2020,Behavioral and Neural Signatures of Working Memory in Childhood,The Journal of Neuroscience,J. Neurosci.,40,26,5090-5104,2020
10.15184/aqy.2020.48,A rare miniature and small-scale stencil assemblage from the Gulf of Carpentaria: replication and meaning in Australian rock art,Antiquity,Antiquity,94,375,780-796,2020
10.1002/anie.202007244,Synthesis of Honeycomb‐Structured Beryllium Oxide via Graphene Liquid Cells,Angewandte Chemie International Edition,Angew. Chem. Int. Ed.,59,36,15734-15740,2020
10.1038/s41591-020-0915-3,Genome-wide cell-free DNA mutational integration enables ultra-sensitive cancer monitoring,Nature Medicine,Nat Med,26,7,1114-1124,2020
10.1073/pnas.1909326117,Leveraging mobile phones to attain sustainable development,Proceedings of the National Academy of Sciences,Proc Natl Acad Sci USA,117,24,13413-13420,2020
